section,vendor_slug,vendor_name,domain,canonical_url,plan,monthly_usd,minutes_included,calls_included,overage_per_min,overage_per_call,annual_discount_pct,setup_fee_usd,billing_model,hipaa,baa,bilingual,integrations,quote_only,source_url,accessed_at,corroboration_url,corroboration_accessed_at
business-texting,quo,Quo (formerly OpenPhone),quo.com,https://frontdeskreview.com/business-texting/vendors/quo/,Scale,47,,,,,26,,per_seat,yes,unknown,unknown,HubSpot; Salesforce; Zapier; Slack; Gong; Google; Webhooks; API,no,https://www.quo.com/pricing,2026-06-12,,
business-texting,sakari,Sakari,sakari.io,https://frontdeskreview.com/business-texting/vendors/sakari/,Starter,25,,,,,,,hybrid,unknown,unknown,unknown,HubSpot; Salesforce; Zapier; Slack; Google; ActiveCampaign; Make; API,no,https://sakari.io/pricing,2026-06-12,https://www.getapp.com/marketing-software/a/sakari/,2026-06-12
business-texting,textla,Textla,textla.com,https://frontdeskreview.com/business-texting/vendors/textla/,Starter,25,,,,,24,,per_message,unknown,unknown,unknown,Zapier; API; Webhooks,no,https://www.textla.com/pricing,2026-06-12,https://www.capterra.com/p/10017171/Textla/,2026-06-12
business-texting,textla,Textla,textla.com,https://frontdeskreview.com/business-texting/vendors/textla/,Professional,50,,,,,22,,per_message,unknown,unknown,unknown,Zapier; API; Webhooks,no,https://www.textla.com/pricing,2026-06-12,,
business-texting,text-em-all,Text-Em-All,text-em-all.com,https://frontdeskreview.com/business-texting/vendors/text-em-all/,Monthly (by group size),19,,,,,,,hybrid,unknown,unknown,unknown,Zapier; API; Webhooks,no,https://www.text-em-all.com/pricing,2026-06-12,https://www.g2.com/products/text-em-all/pricing,2026-06-12
business-texting,text-em-all,Text-Em-All,text-em-all.com,https://frontdeskreview.com/business-texting/vendors/text-em-all/,Credits (pay-as-you-go),0,,,,,,,per_message,unknown,unknown,unknown,Zapier; API; Webhooks,no,https://www.text-em-all.com/pricing,2026-06-12,,
business-texting,textrequest,Text Request,textrequest.com,https://frontdeskreview.com/business-texting/vendors/textrequest/,,,,,,,,,,yes,unknown,unknown,Zapier; HubSpot; Salesforce; Google; Slack; API,yes,,,,
business-texting,textline,Textline,textline.com,https://frontdeskreview.com/business-texting/vendors/textline/,,,,,,,,,,yes,yes,unknown,Slack; Zapier; Salesforce; HubSpot; Zendesk; Aircall; Webhooks; API,yes,,,,
business-texting,textus,TextUs,textus.com,https://frontdeskreview.com/business-texting/vendors/textus/,,,,,,,,,,unknown,unknown,unknown,Salesforce; HubSpot; Bullhorn; Greenhouse; Zapier; API,yes,,,,
business-texting,podium,Podium,podium.com,https://frontdeskreview.com/business-texting/vendors/podium/,,,,,,,,,,unknown,unknown,unknown,HubSpot; Salesforce; Google Business Profile; Mailchimp; Zapier; Jobber; ServiceTitan; QuickBooks; API,yes,,,,
business-texting,trumpia,Trumpia,trumpia.com,https://frontdeskreview.com/business-texting/vendors/trumpia/,,,,,,,,,,unknown,unknown,unknown,Salesforce; Zapier; Mailchimp; API; Webhooks,yes,,,,
business-texting,textel,Textel,textel.net,https://frontdeskreview.com/business-texting/vendors/textel/,,,,,,,,,,unknown,unknown,unknown,NICE CXone; Genesys Cloud; Five9; RingCentral; API,yes,,,,
